PaymentSchedKey,SaleKey,DueDate,AmountDueAED,AmountPaidAED,PaidDate,PaymentStatus
2318,996,2022-08-23T00:00:00,36339,36339,2022-08-23,Paid
2319,548,2022-08-31T00:00:00,237461,237461,2022-08-31,Paid
2320,607,2022-08-03T00:00:00,152874,152874,2022-08-03,Paid
2321,656,2022-08-19T00:00:00,21474,0,,Due
2322,804,2022-08-28T00:00:00,210853,210853,2022-08-28,Paid
2323,627,2022-08-12T00:00:00,44497,44497,2022-08-12,Paid
2324,511,2022-08-28T00:00:00,34493,34493,2022-08-28,Paid
2325,38,2022-08-28T00:00:00,121031,121031,2022-08-28,Paid
2326,484,2022-08-19T00:00:00,68733,68733,2022-08-19,Paid
2327,736,2022-08-05T00:00:00,43966,43966,2022-08-05,Paid
2328,765,2022-08-26T00:00:00,63493,63493,2022-08-26,Paid
2329,1540,2022-08-01T00:00:00,420922,420922,2022-08-01,Paid
2330,1645,2022-08-01T00:00:00,194795,194795,2022-08-01,Paid
2331,172,2022-08-16T00:00:00,112972,112972,2022-08-16,Paid
2332,1000,2022-08-27T00:00:00,34120,34120,2022-08-27,Paid
2333,473,2022-08-01T00:00:00,36795,36795,2022-08-01,Paid
2334,1487,2022-08-01T00:00:00,130705,130705,2022-08-01,Paid
2335,813,2022-08-05T00:00:00,20018,20018,2022-08-05,Paid
2336,1380,2022-08-01T00:00:00,384426,384426,2022-08-01,Paid
2337,249,2022-08-05T00:00:00,45323,45323,2022-08-05,Paid
2338,1620,2022-08-01T00:00:00,42648,42648,2022-08-01,Paid
2339,1267,2022-08-01T00:00:00,56197,56197,2022-08-01,Paid
2340,48,2022-08-04T00:00:00,51513,51513,2022-08-04,Paid
2341,115,2022-08-07T00:00:00,22199,22199,2022-08-07,Paid
2342,64,2022-08-18T00:00:00,39562,39562,2022-08-18,Paid
2343,66,2022-08-04T00:00:00,14032,14032,2022-08-04,Paid
2344,590,2022-08-18T00:00:00,59103,59103,2022-08-18,Paid
2345,408,2022-08-29T00:00:00,38831,0,,Due
2346,195,2022-08-06T00:00:00,57499,0,,Due
2347,626,2022-08-19T00:00:00,44587,44587,2022-08-19,Paid
2348,1644,2022-08-22T00:00:00,25570,25570,2022-08-22,Paid
2349,625,2022-08-18T00:00:00,26658,26658,2022-08-18,Paid
2350,1637,2022-08-07T00:00:00,37161,37161,2022-08-07,Paid
2351,1334,2022-08-01T00:00:00,746050,0,,Due
2352,1294,2022-08-01T00:00:00,148470,148470,2022-08-01,Paid
2353,369,2022-08-16T00:00:00,35165,35165,2022-08-16,Paid
2354,1256,2022-08-01T00:00:00,273842,273842,2022-08-01,Paid
2355,1291,2022-08-01T00:00:00,49214,49214,2022-08-01,Paid
2356,1413,2022-08-01T00:00:00,75485,0,,Due
2357,1219,2022-08-15T00:00:00,197207,197207,2022-08-15,Paid
2358,1675,2022-08-01T00:00:00,155839,155839,2022-08-01,Paid
2359,1528,2022-08-01T00:00:00,286540,286540,2022-08-01,Paid
2360,37,2022-08-28T00:00:00,18919,18919,2022-08-28,Paid
2361,1703,2022-08-01T00:00:00,214258,214258,2022-08-01,Paid
2362,1457,2022-08-01T00:00:00,122943,122943,2022-08-01,Paid
2363,551,2022-08-17T00:00:00,22627,22627,2022-08-17,Paid
2364,1441,2022-08-01T00:00:00,103583,103583,2022-08-01,Paid
2365,1494,2022-08-01T00:00:00,548363,548363,2022-08-01,Paid
2366,793,2022-08-08T00:00:00,17219,17219,2022-08-08,Paid
2367,1511,2022-08-01T00:00:00,126216,0,,Due
2368,84,2022-09-24T00:00:00,128649,128649,2022-09-24,Paid
2369,1204,2022-09-01T00:00:00,143628,143628,2022-09-01,Paid
2370,596,2022-09-14T00:00:00,212809,212809,2022-09-14,Paid
2371,1332,2022-09-01T00:00:00,1400269,1400269,2022-09-01,Paid
2372,1478,2022-09-01T00:00:00,29233,29233,2022-09-01,Paid
2373,535,2022-09-27T00:00:00,28908,28908,2022-09-27,Paid
2374,1519,2022-09-01T00:00:00,131050,131050,2022-09-01,Paid
2375,639,2022-09-02T00:00:00,30104,30104,2022-09-02,Paid
2376,816,2022-09-26T00:00:00,12298,12298,2022-09-26,Paid
2377,1680,2022-09-01T00:00:00,35962,35962,2022-09-01,Paid
2378,836,2022-09-21T00:00:00,264200,264200,2022-09-21,Paid
2379,571,2022-09-27T00:00:00,72572,72572,2022-09-27,Paid
2380,878,2022-09-22T00:00:00,153657,153657,2022-09-22,Paid
2381,861,2022-09-10T00:00:00,34745,34745,2022-09-10,Paid
2382,441,2022-09-11T00:00:00,116242,116242,2022-09-11,Paid
2383,636,2022-09-29T00:00:00,59140,59140,2022-09-29,Paid
2384,510,2022-09-27T00:00:00,61894,61894,2022-09-27,Paid
2385,1333,2022-09-01T00:00:00,256170,256170,2022-09-01,Paid
2386,406,2022-09-19T00:00:00,110386,110386,2022-09-19,Paid
2387,1273,2022-09-07T00:00:00,124664,124664,2022-09-07,Paid
2388,865,2022-09-11T00:00:00,32142,32142,2022-09-11,Paid
2389,1015,2022-09-28T00:00:00,87802,87802,2022-09-28,Paid
2390,1549,2022-09-01T00:00:00,705315,705315,2022-09-01,Paid
2391,526,2022-09-22T00:00:00,115296,115296,2022-09-22,Paid
2392,724,2022-09-30T00:00:00,42064,42064,2022-09-30,Paid
2393,575,2022-09-18T00:00:00,58142,58142,2022-09-18,Paid
2394,70,2022-09-29T00:00:00,197840,197840,2022-09-29,Paid
2395,886,2022-09-22T00:00:00,57271,57271,2022-09-22,Paid
2396,787,2022-09-02T00:00:00,65229,65229,2022-09-02,Paid
2397,111,2022-09-16T00:00:00,455725,455725,2022-09-16,Paid
2398,912,2022-09-07T00:00:00,58033,58033,2022-09-07,Paid
2399,484,2022-09-19T00:00:00,68733,68733,2022-09-19,Paid
2400,503,2022-09-19T00:00:00,31183,31183,2022-09-19,Paid
2401,885,2022-09-18T00:00:00,274455,0,,Due
2402,595,2022-09-24T00:00:00,26920,0,,Due
2403,25,2022-09-20T00:00:00,95888,95888,2022-09-20,Paid
2404,1649,2022-09-01T00:00:00,116033,116033,2022-09-01,Paid
2405,1442,2022-09-27T00:00:00,60566,60566,2022-09-27,Paid
2406,664,2022-09-11T00:00:00,48066,48066,2022-09-11,Paid
2407,629,2022-09-08T00:00:00,35447,35447,2022-09-08,Paid
2408,1486,2022-09-01T00:00:00,45334,45334,2022-09-01,Paid
2409,207,2022-09-05T00:00:00,79736,79736,2022-09-05,Paid
2410,706,2022-09-16T00:00:00,20016,20016,2022-09-16,Paid
2411,1562,2022-09-01T00:00:00,36728,36728,2022-09-01,Paid
2412,1056,2022-09-26T00:00:00,30001,30001,2022-09-26,Paid
2413,47,2022-09-07T00:00:00,20325,0,,Due
2414,566,2022-09-19T00:00:00,29724,29724,2022-09-19,Paid
2415,1195,2022-09-27T00:00:00,17848,0,,Due
2416,1242,2022-09-01T00:00:00,259215,259215,2022-09-01,Paid
2417,1448,2022-09-01T00:00:00,30408,0,,Due
2418,1477,2022-09-01T00:00:00,53630,0,,Due
2419,1661,2022-09-01T00:00:00,289623,289623,2022-09-01,Paid
2420,1494,2022-09-01T00:00:00,548363,548363,2022-09-01,Paid
2421,1240,2022-09-01T00:00:00,1189217,1189217,2022-09-01,Paid
2422,189,2022-09-14T00:00:00,411855,411855,2022-09-14,Paid
2423,682,2022-09-22T00:00:00,62053,62053,2022-09-22,Paid
2424,518,2022-09-10T00:00:00,55763,55763,2022-09-10,Paid
2425,592,2022-09-20T00:00:00,55544,55544,2022-09-20,Paid
2426,83,2022-09-16T00:00:00,43703,43703,2022-09-16,Paid
2427,408,2022-09-29T00:00:00,38831,38831,2022-09-29,Paid
2428,139,2022-09-24T00:00:00,36972,36972,2022-09-24,Paid
2429,735,2022-09-22T00:00:00,26777,26777,2022-09-22,Paid
2430,1674,2022-09-01T00:00:00,90898,90898,2022-09-01,Paid
2431,1457,2022-09-01T00:00:00,122943,122943,2022-09-01,Paid
2432,1663,2022-09-01T00:00:00,74729,0,,Due
2433,1597,2022-09-01T00:00:00,530812,530812,2022-09-01,Paid
2434,1112,2022-09-24T00:00:00,31511,31511,2022-09-24,Paid
2435,1402,2022-09-01T00:00:00,245278,245278,2022-09-01,Paid
2436,1406,2022-09-29T00:00:00,182242,0,,Due
2437,581,2022-09-13T00:00:00,134608,134608,2022-09-13,Paid
2438,78,2022-09-07T00:00:00,468910,0,,Due
2439,72,2022-09-13T00:00:00,66110,66110,2022-09-13,Paid
2440,279,2022-09-23T00:00:00,26986,26986,2022-09-23,Paid
2441,125,2022-09-14T00:00:00,109073,0,,Due
2442,589,2022-09-04T00:00:00,38419,38419,2022-09-04,Paid
2443,367,2022-09-16T00:00:00,47536,47536,2022-09-16,Paid
2444,502,2022-09-17T00:00:00,23325,23325,2022-09-17,Paid
2445,1509,2022-09-01T00:00:00,132315,132315,2022-09-01,Paid
2446,1337,2022-09-01T00:00:00,196932,196932,2022-09-01,Paid
2447,1728,2022-09-09T00:00:00,33576,33576,2022-09-09,Paid
2448,175,2022-09-07T00:00:00,36720,0,,Due
2449,538,2022-09-08T00:00:00,110675,110675,2022-09-08,Paid
2450,522,2022-09-25T00:00:00,65124,65124,2022-09-25,Paid
2451,149,2022-09-20T00:00:00,67045,67045,2022-09-20,Paid
2452,1706,2022-09-01T00:00:00,774604,774604,2022-09-01,Paid
2453,1686,2022-09-01T00:00:00,64370,64370,2022-09-01,Paid
2454,765,2022-09-26T00:00:00,63493,63493,2022-09-26,Paid
2455,627,2022-09-12T00:00:00,44497,44497,2022-09-12,Paid
2456,457,2022-09-20T00:00:00,63364,63364,2022-09-20,Paid
2457,822,2022-09-30T00:00:00,40482,40482,2022-09-30,Paid
2458,1681,2022-09-09T00:00:00,182273,182273,2022-09-09,Paid
2459,40,2022-09-19T00:00:00,78311,78311,2022-09-19,Paid
2460,1643,2022-09-01T00:00:00,208463,208463,2022-09-01,Paid
2461,610,2022-09-18T00:00:00,22909,22909,2022-09-18,Paid
2462,397,2022-09-05T00:00:00,35127,35127,2022-09-05,Paid
2463,1422,2022-09-01T00:00:00,565781,565781,2022-09-01,Paid
2464,499,2022-09-06T00:00:00,42110,42110,2022-09-06,Paid
2465,1260,2022-09-26T00:00:00,123642,123642,2022-09-26,Paid
2466,1605,2022-09-23T00:00:00,70378,70378,2022-09-23,Paid
2467,262,2022-09-29T00:00:00,38703,38703,2022-09-29,Paid
2468,736,2022-09-05T00:00:00,43966,0,,Due
2469,1576,2022-09-01T00:00:00,137092,137092,2022-09-01,Paid
2470,380,2022-09-30T00:00:00,94506,94506,2022-09-30,Paid
2471,1355,2022-09-01T00:00:00,310609,310609,2022-09-01,Paid
2472,1241,2022-09-16T00:00:00,171047,0,,Due
2473,1573,2022-09-01T00:00:00,39410,39410,2022-09-01,Paid
2474,386,2022-09-23T00:00:00,32251,32251,2022-09-23,Paid
2475,586,2022-09-08T00:00:00,25625,25625,2022-09-08,Paid
2476,1599,2022-09-01T00:00:00,54316,0,,Due
2477,1048,2022-09-21T00:00:00,57069,57069,2022-09-21,Paid
2478,1628,2022-09-01T00:00:00,35829,35829,2022-09-01,Paid
2479,761,2022-09-17T00:00:00,58946,58946,2022-09-17,Paid
2480,1564,2022-09-01T00:00:00,61210,61210,2022-09-01,Paid
2481,1557,2022-09-01T00:00:00,456568,0,,Due
2482,485,2022-09-05T00:00:00,204959,204959,2022-09-05,Paid
2483,417,2022-09-19T00:00:00,31876,31876,2022-09-19,Paid
2484,108,2022-09-27T00:00:00,379451,379451,2022-09-27,Paid
2485,1074,2022-09-08T00:00:00,33230,33230,2022-09-08,Paid
2486,939,2022-09-28T00:00:00,111182,111182,2022-09-28,Paid
2487,557,2022-09-05T00:00:00,14310,14310,2022-09-05,Paid
2488,828,2022-09-04T00:00:00,22517,22517,2022-09-04,Paid
2489,1407,2022-09-14T00:00:00,223258,223258,2022-09-14,Paid
2490,1554,2022-09-01T00:00:00,82486,82486,2022-09-01,Paid
2491,574,2022-09-24T00:00:00,70388,70388,2022-09-24,Paid
2492,1266,2022-09-01T00:00:00,152731,152731,2022-09-01,Paid
2493,1460,2022-09-01T00:00:00,121681,121681,2022-09-01,Paid
2494,760,2022-09-17T00:00:00,25481,25481,2022-09-17,Paid
2495,317,2022-09-03T00:00:00,39331,39331,2022-09-03,Paid
2496,468,2022-09-23T00:00:00,313343,313343,2022-09-23,Paid
2497,1208,2022-09-01T00:00:00,144786,144786,2022-09-01,Paid
2498,121,2022-09-22T00:00:00,74756,0,,Due
2499,890,2022-09-01T00:00:00,25554,25554,2022-09-01,Paid
2500,563,2022-09-14T00:00:00,61647,61647,2022-09-14,Paid
2501,1496,2022-09-01T00:00:00,60827,60827,2022-09-01,Paid
2502,815,2022-09-30T00:00:00,42438,42438,2022-09-30,Paid
2503,757,2022-09-07T00:00:00,60150,60150,2022-09-07,Paid
2504,106,2022-09-28T00:00:00,78484,78484,2022-09-28,Paid
2505,22,2022-09-09T00:00:00,121464,121464,2022-09-09,Paid
2506,1219,2022-09-15T00:00:00,197207,197207,2022-09-15,Paid
2507,237,2022-09-05T00:00:00,55490,55490,2022-09-05,Paid
2508,1595,2022-09-25T00:00:00,92439,92439,2022-09-25,Paid
2509,1291,2022-09-01T00:00:00,49214,49214,2022-09-01,Paid
2510,1498,2022-09-01T00:00:00,178010,0,,Due
2511,373,2022-09-28T00:00:00,137643,137643,2022-09-28,Paid
2512,1405,2022-09-01T00:00:00,155309,155309,2022-09-01,Paid
2513,1334,2022-09-01T00:00:00,746050,0,,Due
2514,469,2022-09-11T00:00:00,28739,28739,2022-09-11,Paid
2515,855,2022-09-14T00:00:00,127025,127025,2022-09-14,Paid
2516,512,2022-09-28T00:00:00,55946,0,,Due
2517,1393,2022-09-01T00:00:00,684199,684199,2022-09-01,Paid
2518,521,2022-09-09T00:00:00,49382,49382,2022-09-09,Paid
2519,366,2022-09-26T00:00:00,15996,15996,2022-09-26,Paid
2520,727,2022-09-06T00:00:00,21905,21905,2022-09-06,Paid
2521,1644,2022-09-22T00:00:00,25570,25570,2022-09-22,Paid
2522,2,2022-09-02T00:00:00,37276,37276,2022-09-02,Paid
2523,1550,2022-09-01T00:00:00,94656,94656,2022-09-01,Paid
2524,465,2022-09-12T00:00:00,57883,57883,2022-09-12,Paid
2525,1493,2022-09-01T00:00:00,157869,157869,2022-09-01,Paid
2526,1312,2022-09-01T00:00:00,180317,180317,2022-09-01,Paid
2527,1608,2022-09-01T00:00:00,40896,40896,2022-09-01,Paid
2528,1237,2022-09-01T00:00:00,137854,137854,2022-09-01,Paid
2529,994,2022-09-30T00:00:00,29044,29044,2022-09-30,Paid
2530,30,2022-09-13T00:00:00,72113,72113,2022-09-13,Paid
2531,687,2022-09-07T00:00:00,36724,36724,2022-09-07,Paid
2532,496,2022-09-24T00:00:00,61076,61076,2022-09-24,Paid
2533,354,2022-09-06T00:00:00,176362,176362,2022-09-06,Paid
2534,1160,2022-09-19T00:00:00,22044,0,,Due
2535,396,2022-09-20T00:00:00,95710,95710,2022-09-20,Paid
2536,532,2022-09-15T00:00:00,35840,35840,2022-09-15,Paid
2537,548,2022-09-30T00:00:00,237461,237461,2022-09-30,Paid
2538,893,2022-09-13T00:00:00,348794,348794,2022-09-13,Paid
2539,688,2022-09-14T00:00:00,74726,74726,2022-09-14,Paid
2540,869,2022-09-29T00:00:00,247290,247290,2022-09-29,Paid
2541,715,2022-09-17T00:00:00,31022,31022,2022-09-17,Paid
2542,717,2022-09-10T00:00:00,41254,41254,2022-09-10,Paid
2543,447,2022-09-03T00:00:00,220534,0,,Due
2544,520,2022-09-19T00:00:00,42198,42198,2022-09-19,Paid
2545,19,2022-09-21T00:00:00,52415,52415,2022-09-21,Paid
2546,633,2022-09-21T00:00:00,55956,55956,2022-09-21,Paid
2547,1311,2022-09-01T00:00:00,332906,0,,Due
2548,707,2022-09-01T00:00:00,69999,69999,2022-09-01,Paid
2549,1679,2022-09-01T00:00:00,53725,0,,Due
2550,832,2022-09-29T00:00:00,52871,0,,Due
2551,665,2022-09-06T00:00:00,67437,67437,2022-09-06,Paid
2552,631,2022-09-15T00:00:00,33856,0,,Due
2553,1342,2022-09-01T00:00:00,125887,125887,2022-09-01,Paid
2554,837,2022-09-28T00:00:00,31485,31485,2022-09-28,Paid
2555,430,2022-09-26T00:00:00,41315,0,,Due
2556,1528,2022-09-01T00:00:00,286540,286540,2022-09-01,Paid
2557,1277,2022-09-01T00:00:00,177039,177039,2022-09-01,Paid
2558,1330,2022-09-05T00:00:00,238868,0,,Due
2559,1487,2022-09-01T00:00:00,130705,130705,2022-09-01,Paid
2560,181,2022-09-02T00:00:00,50588,50588,2022-09-02,Paid
2561,1690,2022-09-01T00:00:00,26206,26206,2022-09-01,Paid
2562,137,2022-09-07T00:00:00,23261,23261,2022-09-07,Paid
2563,353,2022-09-29T00:00:00,30163,30163,2022-09-29,Paid
2564,1520,2022-09-01T00:00:00,87180,87180,2022-09-01,Paid
2565,813,2022-09-05T00:00:00,20018,20018,2022-09-05,Paid
2566,1017,2022-09-03T00:00:00,13924,13924,2022-09-03,Paid
2567,1229,2022-09-01T00:00:00,1174533,1174533,2022-09-01,Paid
2568,531,2022-09-09T00:00:00,74540,74540,2022-09-09,Paid
2569,744,2022-09-26T00:00:00,30983,30983,2022-09-26,Paid
2570,649,2022-09-05T00:00:00,25404,25404,2022-09-05,Paid
2571,554,2022-09-23T00:00:00,54379,54379,2022-09-23,Paid
2572,1333,2022-10-01T00:00:00,256170,256170,2022-10-01,Paid
2573,1705,2022-10-01T00:00:00,434787,0,,Due
2574,633,2022-10-21T00:00:00,55956,0,,Due
2575,237,2022-10-05T00:00:00,55490,55490,2022-10-05,Paid
2576,1671,2022-10-31T00:00:00,523600,523600,2022-10-31,Paid
2577,191,2022-10-21T00:00:00,88472,88472,2022-10-21,Paid
2578,651,2022-10-07T00:00:00,109854,109854,2022-10-07,Paid
2579,1435,2022-10-17T00:00:00,32648,32648,2022-10-17,Paid
2580,761,2022-10-17T00:00:00,58946,58946,2022-10-17,Paid
2581,468,2022-10-23T00:00:00,313343,0,,Due
2582,756,2022-10-06T00:00:00,75253,75253,2022-10-06,Paid
2583,535,2022-10-27T00:00:00,28908,28908,2022-10-27,Paid
2584,677,2022-10-04T00:00:00,51216,51216,2022-10-04,Paid
2585,434,2022-10-09T00:00:00,105103,105103,2022-10-09,Paid
2586,1138,2022-10-20T00:00:00,24288,24288,2022-10-20,Paid
2587,288,2022-10-22T00:00:00,675630,675630,2022-10-22,Paid
2588,620,2022-10-18T00:00:00,32675,32675,2022-10-18,Paid
2589,1163,2022-10-14T00:00:00,53938,53938,2022-10-14,Paid
2590,1089,2022-10-12T00:00:00,39162,39162,2022-10-12,Paid
2591,690,2022-10-12T00:00:00,37497,37497,2022-10-12,Paid
2592,1427,2022-10-01T00:00:00,116341,116341,2022-10-01,Paid
2593,840,2022-10-30T00:00:00,25958,25958,2022-10-30,Paid
2594,183,2022-10-15T00:00:00,41127,41127,2022-10-15,Paid
2595,1238,2022-10-01T00:00:00,189071,189071,2022-10-01,Paid
2596,98,2022-10-23T00:00:00,58728,0,,Due
2597,1260,2022-10-26T00:00:00,123642,123642,2022-10-26,Paid
2598,1551,2022-10-16T00:00:00,161751,161751,2022-10-16,Paid
2599,718,2022-10-06T00:00:00,43255,43255,2022-10-06,Paid
2600,1493,2022-10-01T00:00:00,157869,157869,2022-10-01,Paid
2601,684,2022-10-10T00:00:00,32795,32795,2022-10-10,Paid
2602,1406,2022-10-29T00:00:00,182242,182242,2022-10-29,Paid
2603,494,2022-10-04T00:00:00,282628,282628,2022-10-04,Paid
2604,1366,2022-10-29T00:00:00,97547,97547,2022-10-29,Paid
2605,1208,2022-10-01T00:00:00,144786,144786,2022-10-01,Paid
2606,1506,2022-10-03T00:00:00,107814,107814,2022-10-03,Paid
2607,445,2022-10-25T00:00:00,73309,73309,2022-10-25,Paid
2608,346,2022-10-22T00:00:00,55207,0,,Due
2609,1040,2022-10-31T00:00:00,32456,32456,2022-10-31,Paid
2610,812,2022-10-04T00:00:00,30296,30296,2022-10-04,Paid
2611,436,2022-10-22T00:00:00,635785,635785,2022-10-22,Paid
2612,1322,2022-10-01T00:00:00,81179,81179,2022-10-01,Paid
2613,622,2022-10-20T00:00:00,10919,0,,Due
2614,1396,2022-10-19T00:00:00,180163,180163,2022-10-19,Paid
2615,71,2022-10-14T00:00:00,64024,64024,2022-10-14,Paid
2616,552,2022-10-25T00:00:00,43929,43929,2022-10-25,Paid
2617,1404,2022-10-01T00:00:00,249931,249931,2022-10-01,Paid
2618,1139,2022-10-26T00:00:00,73112,73112,2022-10-26,Paid
2619,1447,2022-10-17T00:00:00,69720,69720,2022-10-17,Paid
2620,1679,2022-10-01T00:00:00,53725,53725,2022-10-01,Paid
2621,230,2022-10-15T00:00:00,33357,0,,Due
2622,1221,2022-10-01T00:00:00,83398,83398,2022-10-01,Paid
2623,356,2022-10-23T00:00:00,15626,15626,2022-10-23,Paid
2624,1194,2022-10-12T00:00:00,52246,52246,2022-10-12,Paid
2625,1432,2022-10-01T00:00:00,51488,51488,2022-10-01,Paid
2626,120,2022-10-18T00:00:00,65896,65896,2022-10-18,Paid
2627,1504,2022-10-01T00:00:00,131140,131140,2022-10-01,Paid
2628,207,2022-10-05T00:00:00,79736,79736,2022-10-05,Paid
2629,1290,2022-10-01T00:00:00,86659,86659,2022-10-01,Paid
2630,1256,2022-10-01T00:00:00,273842,273842,2022-10-01,Paid
2631,1763,2022-10-24T00:00:00,70263,70263,2022-10-24,Paid
2632,1209,2022-10-01T00:00:00,241634,241634,2022-10-01,Paid
2633,409,2022-10-03T00:00:00,27746,27746,2022-10-03,Paid
2634,371,2022-10-13T00:00:00,40034,40034,2022-10-13,Paid
2635,652,2022-10-20T00:00:00,69354,69354,2022-10-20,Paid
2636,527,2022-10-26T00:00:00,15244,15244,2022-10-26,Paid
2637,1497,2022-10-26T00:00:00,79773,79773,2022-10-26,Paid
2638,605,2022-10-09T00:00:00,25789,0,,Due
2639,24,2022-10-28T00:00:00,54859,54859,2022-10-28,Paid
2640,1367,2022-10-01T00:00:00,1850902,1850902,2022-10-01,Paid
2641,64,2022-10-18T00:00:00,39562,39562,2022-10-18,Paid
2642,490,2022-10-25T00:00:00,25218,25218,2022-10-25,Paid
2643,1604,2022-10-14T00:00:00,49116,49116,2022-10-14,Paid
2644,1543,2022-10-07T00:00:00,61602,61602,2022-10-07,Paid
2645,72,2022-10-13T00:00:00,66110,66110,2022-10-13,Paid
2646,1000,2022-10-27T00:00:00,34120,34120,2022-10-27,Paid
2647,1354,2022-10-24T00:00:00,1355820,1355820,2022-10-24,Paid
2648,1408,2022-10-30T00:00:00,98345,98345,2022-10-30,Paid
2649,44,2022-10-02T00:00:00,121571,121571,2022-10-02,Paid
2650,856,2022-10-17T00:00:00,292315,292315,2022-10-17,Paid
2651,1226,2022-10-01T00:00:00,1305794,1305794,2022-10-01,Paid
2652,284,2022-10-04T00:00:00,80921,80921,2022-10-04,Paid
2653,1539,2022-10-01T00:00:00,96594,96594,2022-10-01,Paid
2654,463,2022-10-25T00:00:00,37414,37414,2022-10-25,Paid
2655,986,2022-10-31T00:00:00,12361,12361,2022-10-31,Paid
2656,499,2022-10-06T00:00:00,42110,42110,2022-10-06,Paid
2657,465,2022-10-12T00:00:00,57883,57883,2022-10-12,Paid
2658,1298,2022-10-01T00:00:00,629427,629427,2022-10-01,Paid
2659,717,2022-10-10T00:00:00,41254,0,,Due
2660,1328,2022-10-27T00:00:00,180717,180717,2022-10-27,Paid
2661,1393,2022-10-01T00:00:00,684199,684199,2022-10-01,Paid
2662,1576,2022-10-01T00:00:00,137092,137092,2022-10-01,Paid
2663,955,2022-10-29T00:00:00,190186,190186,2022-10-29,Paid
2664,374,2022-10-08T00:00:00,64723,64723,2022-10-08,Paid
2665,544,2022-10-30T00:00:00,31451,31451,2022-10-30,Paid
2666,1277,2022-10-01T00:00:00,177039,177039,2022-10-01,Paid
2667,366,2022-10-26T00:00:00,15996,15996,2022-10-26,Paid
2668,1381,2022-10-01T00:00:00,226364,226364,2022-10-01,Paid
2669,162,2022-10-31T00:00:00,45030,45030,2022-10-31,Paid
2670,196,2022-10-13T00:00:00,391190,391190,2022-10-13,Paid
2671,69,2022-10-18T00:00:00,55073,55073,2022-10-18,Paid
2672,1585,2022-10-01T00:00:00,80340,0,,Due
2673,66,2022-10-04T00:00:00,14032,14032,2022-10-04,Paid
2674,1482,2022-10-01T00:00:00,39257,39257,2022-10-01,Paid
2675,110,2022-10-17T00:00:00,34755,0,,Due
2676,1230,2022-10-29T00:00:00,431558,431558,2022-10-29,Paid
2677,38,2022-10-28T00:00:00,121031,0,,Due
2678,1706,2022-10-01T00:00:00,774604,0,,Due
2679,617,2022-10-08T00:00:00,48445,48445,2022-10-08,Paid
2680,1680,2022-10-01T00:00:00,35962,35962,2022-10-01,Paid
2681,1217,2022-10-01T00:00:00,316040,316040,2022-10-01,Paid
2682,1419,2022-10-01T00:00:00,97746,97746,2022-10-01,Paid
2683,1503,2022-10-01T00:00:00,262038,262038,2022-10-01,Paid
2684,553,2022-10-14T00:00:00,139306,139306,2022-10-14,Paid
2685,541,2022-10-04T00:00:00,38318,38318,2022-10-04,Paid
2686,1305,2022-10-01T00:00:00,297785,297785,2022-10-01,Paid
2687,861,2022-10-10T00:00:00,34745,34745,2022-10-10,Paid
2688,126,2022-10-12T00:00:00,55558,55558,2022-10-12,Paid
2689,150,2022-10-15T00:00:00,113198,113198,2022-10-15,Paid
2690,1471,2022-10-07T00:00:00,56796,56796,2022-10-07,Paid
2691,1116,2022-10-14T00:00:00,14913,14913,2022-10-14,Paid
2692,1441,2022-10-01T00:00:00,103583,103583,2022-10-01,Paid
2693,204,2022-10-30T00:00:00,227326,227326,2022-10-30,Paid
2694,1559,2022-10-01T00:00:00,24074,0,,Due
2695,1311,2022-10-01T00:00:00,332906,332906,2022-10-01,Paid
2696,1525,2022-10-01T00:00:00,50665,50665,2022-10-01,Paid
2697,901,2022-10-24T00:00:00,40855,40855,2022-10-24,Paid
2698,1132,2022-10-19T00:00:00,63256,63256,2022-10-19,Paid
2699,1017,2022-10-03T00:00:00,13924,13924,2022-10-03,Paid
2700,506,2022-10-28T00:00:00,107564,107564,2022-10-28,Paid
2701,317,2022-10-03T00:00:00,39331,39331,2022-10-03,Paid
2702,601,2022-10-25T00:00:00,100015,100015,2022-10-25,Paid
2703,1338,2022-10-01T00:00:00,147982,147982,2022-10-01,Paid
2704,508,2022-10-29T00:00:00,55298,0,,Due
2705,596,2022-10-14T00:00:00,212809,212809,2022-10-14,Paid
2706,514,2022-10-28T00:00:00,667001,667001,2022-10-28,Paid
2707,1512,2022-10-01T00:00:00,207706,207706,2022-10-01,Paid
2708,1264,2022-10-01T00:00:00,65881,0,,Due
2709,1228,2022-10-01T00:00:00,199047,199047,2022-10-01,Paid
2710,414,2022-10-05T00:00:00,24236,24236,2022-10-05,Paid
2711,1744,2022-10-05T00:00:00,117343,117343,2022-10-05,Paid
2712,197,2022-10-12T00:00:00,37447,37447,2022-10-12,Paid
2713,587,2022-10-28T00:00:00,28838,28838,2022-10-28,Paid
2714,1129,2022-10-11T00:00:00,33684,33684,2022-10-11,Paid
2715,395,2022-10-23T00:00:00,26894,26894,2022-10-23,Paid
2716,728,2022-10-26T00:00:00,48670,48670,2022-10-26,Paid
2717,93,2022-10-02T00:00:00,27224,27224,2022-10-02,Paid
2718,1292,2022-10-30T00:00:00,319037,319037,2022-10-30,Paid
2719,560,2022-10-01T00:00:00,56393,56393,2022-10-01,Paid
2720,1112,2022-10-24T00:00:00,31511,31511,2022-10-24,Paid
2721,469,2022-10-11T00:00:00,28739,28739,2022-10-11,Paid
